DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address City,Address State,Address ZIP,Address Borough
2075682-1-DCA,Business,11/30/2021,Active,07/16/2018,Electronic Cigarette Dealer,NAHSHAL DELI & GROCERY CORP.,BROOKLYN,NY,11236,Brooklyn
2095173-DCA,Business,02/28/2021,Active,03/09/2020,Home Improvement Contractor,ABDUR RAHIM,BROOKLYN,NY,11232,Brooklyn
2032106-DCA,Business,12/31/2016,Inactive,01/05/2016,Electronics Store,T-MOBILE NORTHEAST LLC,JAMAICA,NY,11432,Queens
1230447-DCA,Business,06/30/2013,Inactive,06/14/2006,Home Improvement Contractor,"ASHRAF, MOHAMMAD",BROOKLYN,NY,11230,Brooklyn
1362286-DCA,Business,07/31/2017,Inactive,07/13/2010,Secondhand Dealer - General,TAI-NA USA CORP,BROOKLYN,NY,11235,Brooklyn
2010851-DCA,Business,06/30/2016,Inactive,07/17/2014,Electronic & Appliance Service,"HONGBANJANG, INC.",FLUSHING,NY,11354,Queens
2024559-DCA,Business,02/28/2019,Inactive,06/18/2015,Home Improvement Contractor,MDJ HOME IMPROVMENT INC,BROOKLYN,NY,11214,Brooklyn
1460722-DCA,Business,03/31/2020,Active,03/26/2013,Stoop Line Stand,EXCLUSIVE GLATT SUPERMARKET INC.,REGO PARK,NY,11374,Queens
1398766-DCA,Business,12/31/2020,Active,07/07/2011,Tobacco Retail Dealer,DONIA DELI & GROCERY CORP.,BROOKLYN,NY,11215,Brooklyn
1472853-DCA,Business,06/30/2014,Inactive,09/03/2013,Electronic & Appliance Service,TALK AND FIX INC,ELMHURST,NY,11373,Queens
1386685-DCA,Business,02/28/2015,Inactive,04/04/2011,Home Improvement Contractor,"DVE HOME IMPROVEMENT, LLC",Flushing,NY,11367,Queens
1330515-DCA,Business,06/30/2013,Inactive,08/27/2009,Home Improvement Contractor,STRAIGHT LINE CONSTRUCTION CORP. OF NEW YORK,JAMAICA,NY,11432,Queens
0887007-DCA,Business,12/31/2017,Inactive,11/20/1995,Laundry,KAREN & KARLA CORPORATION,BROOKLYN,NY,11211,Brooklyn
1321669-DCA,Business,06/30/2012,Inactive,10/13/2010,Electronic & Appliance Service,"MOBILEX ELECTRONICS, INC.",NEW YORK,NY,10013,Manhattan
1020126-DCA,Business,07/31/2021,Active,09/27/1999,Secondhand Dealer - General,"LEE'S FINE JEWELRY, INC.",BAYSIDE,NY,11361,Queens
1072649-DCA,Business,07/31/2013,Inactive,02/16/2001,Secondhand Dealer - General,"DEFRIN, SCOTT",NEW YORK,NY,10022,Manhattan
2044428-DCA,Business,07/31/2017,Inactive,10/04/2016,Secondhand Dealer - General,PLUG CITY LLC,NEW YORK,NY,10033,Manhattan
1263493-DCA,Business,06/30/2011,Inactive,08/06/2007,Home Improvement Contractor,MING & YEUNG GENERAL CONTRACTING INC,BROOKLYN,NY,11214,Brooklyn
1458042-DCA,Business,12/31/2015,Inactive,02/20/2013,Laundry,FIRST CENTA CORP,BROOKLYN,NY,11210,Brooklyn
1435353-DCA,Business,12/31/2013,Inactive,06/25/2012,Tobacco Retail Dealer,EL RIO BILLIARD & CAFE CORP.,BROOKLYN,NY,11237,Brooklyn
2000810-DCA,Business,02/28/2015,Inactive,11/19/2013,Home Improvement Contractor,"SPROUT, LLC",ASTORIA,NY,11106,Queens
1321850-DCA,Business,07/31/2013,Inactive,06/10/2009,Secondhand Dealer - General,MICHAEL MATTHEWS JEWELERS OF KPM LTD,BROOKLYN,NY,11234,Brooklyn
1396894-DCA,Business,12/31/2014,Inactive,06/20/2011,Tobacco Retail Dealer,HELL'S KITCHEN GOURMET CORP.,NEW YORK,NY,10019,Manhattan
1227542-DCA,Business,06/30/2011,Inactive,05/19/2006,Home Improvement Contractor,PNP BUILDERS INC.,BROOKLYN,NY,11214,Brooklyn
1148172-DCA,Business,03/15/2021,Active,08/12/2003,Dealer In Products,"UDOSEN, IDORENYIN E.",ROSEDALE,NY,11422,Queens
2004734-1183-DCA,Business,12/31/2019,Inactive,03/13/2014,Tobacco Retail Dealer,1076 BROADWAY DELI CORP,BROOKLYN,NY,11221,Brooklyn
1322881-DCA,Business,08/01/2017,Inactive,06/18/2009,Pool or Billiard Room,8TH AVENUE BILLIARD HALL AND CAFE INC.,BROOKLYN,NY,11220,Brooklyn
1451882-DCA,Business,07/31/2019,Inactive,12/10/2012,Secondhand Dealer - General,SUMMIT MOTORS CORP.,BRONX,NY,10472,Bronx
2034949-DCA,Business,03/15/2021,Active,03/25/2016,Dealer In Products,"PARNAS MEDICAL SUPPLIES, INC",BROOKLYN,NY,11223,Brooklyn
1410322-DCA,Business,12/31/2012,Inactive,10/12/2011,Tobacco Retail Dealer,BIJAN LAHIJANI,BROOKLYN,NY,11221,Brooklyn
2030754-2-DCA,Business,12/31/2016,Inactive,11/24/2015,Tobacco Retail Dealer,MIA GROCERY & DELI INC.,WOODSIDE,NY,11377,Queens
2062642-DCA,Business,07/31/2021,Active,12/06/2017,Secondhand Dealer - General,TECHTRONICS BROADWAY LLC,NEW YORK,NY,10025,Manhattan
1348947-DCA,Business,12/31/2013,Inactive,04/02/2010,Tobacco Retail Dealer,"GRAHAM AVENUE STOP 1 DELI, INC.",BROOKLYN,NY,11206,Brooklyn
1277782-DCA,Business,03/31/2020,Inactive,02/21/2008,Stoop Line Stand,"MOTIN & SONS ASSOCIATES, INC.",BROOKLYN,NY,11208,Brooklyn
2090611-DCA,Business,02/28/2021,Active,09/17/2019,Home Improvement Contractor,L C CARPIO NO 2 CORP,OZONE PARK,NY,11417,Queens
2016205-DCA,Business,02/28/2021,Active,12/05/2014,Home Improvement Contractor,ALAINN TILE & MARBLE INC,BRONX,NY,10470,Bronx
1454964-DCA,Business,04/17/2020,Active,01/25/2013,Sidewalk Cafe,"18 GREENWICH AVENUE, LLC",NEW YORK,NY,10011,Manhattan
1341188-DCA,Business,06/30/2012,Inactive,12/17/2009,Electronic & Appliance Service,RAVE PCS OF GREENWICH VILLAGE 122 INC.,NEW YORK,NY,10007,Manhattan
2075846-DCA,Business,09/15/2020,Inactive,07/18/2018,Sidewalk Cafe,PRET A MANGER USA LIMITED,NEW YORK,NY,10025,Manhattan
2000101-43-DCA,Business,12/31/2014,Inactive,10/22/2013,Tobacco Retail Dealer,One Stop Tobacco Shop Corp,BROOKLYN,NY,11207,Brooklyn
2087916-DCA,Business,03/31/2020,Active,07/03/2019,Newsstand,Nipa Monalisa,NEW YORK,NY,10025,Manhattan
1474842-DCA,Business,12/31/2014,Inactive,10/04/2013,Games of Chance,INSTITUTE OF CORE ENERGETICS,NEW YORK,NY,10001,Manhattan
2010630-DCA,Business,12/31/2020,Active,07/11/2014,Electronics Store,"Your Wireless Elmhurst, LLC",STATEN ISLAND,NY,10314,Staten Island
1273902-DCA,Business,12/31/2016,Inactive,12/06/2007,Tobacco Retail Dealer,STAR LITE DELI CORP.,BROOKLYN,NY,11207,Brooklyn
1350909-DCA,Business,12/31/2014,Inactive,04/20/2010,Electronics Store,BOOST MOBILE OF BURNSIDE INC.,BRONX,NY,10453,Bronx
1455561-DCA,Business,07/31/2015,Inactive,01/31/2013,Secondhand Dealer - General,RADIOSHACK CORPORATION,BRONX,NY,10463,Bronx
1466224-DCA,Business,06/30/2018,Inactive,05/30/2013,Electronic & Appliance Service,"PITKIN SHIPPING & PACKAGING, INC.",BROOKLYN,NY,11212,Brooklyn
1384431-DCA,Business,03/15/2015,Inactive,03/28/2013,Dealer In Products,BIOMED DRUGS AND SURGICAL SUPPLY COMPANY INC.,NEW YORK,NY,10003,Manhattan
1461248-DCA,Business,12/31/2016,Inactive,04/01/2013,Tobacco Retail Dealer,134TH STREET DELI GROCERY CORP.,NEW YORK,NY,10030,Manhattan
0949470-DCA,Business,03/31/2012,Inactive,11/20/2006,Stoop Line Stand,"VERRY FINE ENTERPRISES, INC.",NEW YORK,NY,10028,Manhattan
1359550-DCA,Business,12/31/2020,Active,05/17/2013,Electronics Store,TWINS WIRELESS INC.,NEW YORK,NY,10029,Manhattan
1146993-DCA,Business,06/30/2010,Inactive,07/31/2003,Electronic & Appliance Service,"OCEANVIEW COMPUTERS & ELECTRONICS, INC.",BROOKLYN,NY,11235,Brooklyn
1420455-DCA,Business,02/28/2015,Inactive,02/26/2012,Home Improvement Contractor,"BUTTARO, MICHELE",BROOKLYN,NY,11230,Brooklyn
2028529-DCA,Business,02/28/2021,Active,09/17/2015,Home Improvement Contractor,NEW CREATIVE CONSTRUCTION INC,BROOKLYN,NY,11226,Brooklyn
2073866-1-DCA,Business,11/30/2019,Inactive,06/19/2018,Electronic Cigarette Dealer,Smoke Mini mall Inc,JAMAICA,NY,11435,Queens
1204698-DCA,Business,12/31/2020,Active,07/26/2005,Tobacco Retail Dealer,"HJK PLAZA DELI, INC.",NEW YORK,NY,10004,Manhattan
1042440-DCA,Business,12/31/2010,Inactive,12/06/2000,Tobacco Retail Dealer,"PARTHIV ENTERPRISES, INC.",NEW YORK,NY,10065,Manhattan
2006373-DCA,Business,03/31/2020,Active,04/16/2014,Stoop Line Stand,EAST N WEST DELI GROCERY CORP,NEW YORK,NY,10031,Manhattan
1257954-DCA,Business,06/30/2016,Inactive,06/06/2007,Electronic & Appliance Service,SPRINT SPECTRUM L.P.,NEW YORK,NY,10022,Manhattan
0783157-DCA,Business,07/31/2017,Inactive,08/05/2003,Secondhand Dealer - Auto,CANARSIE AUTO SALVAGE & SALES INC.,BROOKLYN,NY,11203,Brooklyn
2050597-2-DCA,Business,12/31/2020,Active,04/04/2017,Tobacco Retail Dealer,PARIS DELI GROCERY NY CORP.,BROOKLYN,NY,11226,Brooklyn
2021651-DCA,Business,12/31/2018,Inactive,04/24/2015,Electronics Store,"BUDGET WIRELESS RETAIL, LLC",BRONX,NY,10467,Bronx
2021445-DCA,Business,05/31/2015,Inactive,04/21/2015,Special Sale,K M R FURNITURE INC,BROOKLYN,NY,11234,Brooklyn
1195236-DCA,Business,06/30/2011,Inactive,05/05/2005,Home Improvement Contractor,D.G.C. CONSTRUCTION INC.,STATEN ISLAND,NY,10312,Staten Island
2034986-DCA,Business,07/31/2017,Inactive,03/25/2016,Secondhand Dealer - General,A & K EMPORIUM INC,BRONX,NY,10455,Bronx
2066355-1-DCA,Business,12/31/2021,Active,02/20/2018,Tobacco Retail Dealer,BONAVENTURE LLC,BROOKLYN,NY,11209,Brooklyn
2084734-DCA,Business,12/31/2020,Active,04/17/2019,Electronics Store,5625 Broadway Wireless Inc,BROOKLYN,NY,11207,Brooklyn
2063918-DCA,Business,12/31/2021,Active,12/26/2017,Laundries,"LI, ZHOU",BROOKLYN,NY,11219,Brooklyn
1249455-DCA,Business,12/31/2010,Inactive,03/06/2007,Electronics Store,"D & M CELLULAR, INC.",STATEN ISLAND,NY,10305,Staten Island
1414764-DCA,Business,12/31/2012,Inactive,12/05/2011,Tobacco Retail Dealer,EL BARATILLO DELI MINI MARKET CORP.,CORONA,NY,11368,Queens
1238541-DCA,Business,03/15/2011,Inactive,07/10/2009,Dealer In Products,MILLENNIUM PHARMACY INC.,BROOKLYN,NY,11208,Brooklyn
2088228-DCA,Business,03/15/2020,Inactive,07/15/2019,Amusement Device Portable,PARTYTIME ENTERTAINMENT INC.,STATEN ISLAND,NY,10307,Staten Island
1346146-DCA,Business,03/31/2010,Inactive,03/02/2010,Special Sale,"KING JEWELRY OF KNICKERBOCKER, INC.",BROOKLYN,NY,11237,Brooklyn
2047494-2-DCA,Business,12/31/2020,Active,01/19/2017,Tobacco Retail Dealer,"S&W GROCERY, INC.",BROOKLYN,NY,11223,Brooklyn
1267995-DCA,Business,06/30/2013,Inactive,09/17/2007,Home Improvement Contractor,DALIMA CONSTRUCTION INC.,NEW HYDE PARK,NY,11040,Queens
2031239-2-DCA,Business,12/31/2020,Active,12/10/2015,Tobacco Retail Dealer,COZY GOURMET INC.,NEW YORK,NY,10002,Manhattan
2066170-1-DCA,Business,12/31/2019,Inactive,02/15/2018,Tobacco Retail Dealer,"HOSSAIN, SHARIF",NEW YORK,NY,10037,Manhattan
1371977-DCA,Business,12/31/2011,Inactive,09/24/2010,Tobacco Retail Dealer,JACKSON GOURMET DELI CORP.,LONG IS CITY,NY,11101,Queens
1097002-DCA,Business,12/31/2010,Inactive,03/26/2003,Electronics Store,"NASEEM, SHEHZAD HABIB",ASTORIA,NY,11103,Queens
2091474-DCA,Business,02/28/2021,Active,10/17/2019,Home Improvement Contractor,KRAUS CARPENTRY LLC,OCEANSIDE,NY,11572,Outside NYC
1383495-DCA,Business,02/28/2019,Inactive,02/25/2011,Home Improvement Contractor,"SILES, MARIO",NEW YORK,NY,10029,Manhattan
2076921-1-DCA,Business,11/30/2021,Active,08/10/2018,Electronic Cigarette Dealer,1ST AVE CONVENIENCE & GROCERY INC,NEW YORK,NY,10022,Manhattan
1334780-DCA,Business,07/31/2011,Inactive,10/01/2009,Secondhand Dealer - General,"BRACKENBURY, PETER",NEW YORK,NY,10009,Manhattan
1208719-DCA,Business,12/31/2021,Inactive,03/06/2006,Tobacco Retail Dealer,AQUI ME QUEDO GROCERY CORP.,BRONX,NY,10452,Bronx
1455247-DCA,Business,02/28/2015,Inactive,01/29/2013,Home Improvement Contractor,"WESTCHESTER HARDWOOD FLOORING, INC.",THORNWOOD,NY,10594,Outside NYC
2074972-1-DCA,Business,11/30/2021,Inactive,07/03/2018,Electronic Cigarette Dealer,SATSANG 3 INC.,NEW YORK,NY,10002,Manhattan
1413975-DCA,Business,07/31/2017,Inactive,11/22/2011,Secondhand Dealer - General,"48TH ST. PAWNBROKERS, INC.",NEW YORK,NY,10036,Manhattan
2020372-DCA,Business,04/30/2018,Inactive,04/02/2015,Tow Truck Company,ASSURANCE COLLISION CENTER INC,BROOKLYN,NY,11208,Brooklyn
1243704-DCA,Business,12/31/2018,Inactive,11/16/2006,Electronics Store,BEST BUY MOBILE,NEW YORK,NY,10019,Manhattan
1418977-DCA,Business,12/31/2017,Inactive,02/09/2012,Tobacco Retail Dealer,1 TONY DELI & GROCERY INC.,S RICHMOND HL,NY,11419,Queens
2018127-DCA,Business,06/30/2016,Inactive,02/10/2015,Scrap Metal Processor,SCRAP KING FLUSHING INC,FLUSHING,NY,11354,Queens
1046940-DCA,Business,12/31/2018,Inactive,01/22/2001,Tobacco Retail Dealer,"RITE AID OF NEW YORK, INC.",NEW YORK,NY,10014,Manhattan
2073550-1-DCA,Business,11/30/2021,Active,06/16/2018,Electronic Cigarette Dealer,EVERNEW ENTERPRISES INC,BRONX,NY,10465,Bronx
1184260-DCA,Business,03/31/2015,Inactive,07/07/2005,Garage,IMPARK RIVER LLC,NEW YORK,NY,10282,Manhattan
1403990-DCA,Business,12/31/2020,Active,08/12/2011,Tobacco Retail Dealer,"LOS PRIMOS MINI-MARKET, INC.",BRONX,NY,10452,Bronx
2072238-1-DCA,Business,11/30/2021,Active,05/31/2018,Electronic Cigarette Dealer,MILLENNIUM MOON LIGHT DELI & GROCERY INC,GLENDALE,NY,11385,Queens
2079238-1-DCA,Business,12/31/2021,Active,10/18/2018,Tobacco Retail Dealer,MONSEY PLACE DELI & GROCERY INC,STATEN ISLAND,NY,10314,Staten Island
2048946-DCA,Business,02/28/2019,Inactive,03/01/2017,Home Improvement Contractor,SKYLIGHT RENOVATIONS CORP.,WAPPINGERS FALLS,NY,12590,Outside NYC
1363715-DCA,Business,03/15/2018,Inactive,05/20/2010,Amusement Device Portable,"SALYER, PETER",BRONX,NY,10463,Bronx
0963036-DCA,Business,03/15/2011,Inactive,06/23/1999,Dealer In Products,"FRANKMART PHARMACY, INC.",GLENDALE,NY,11385,Queens
1067821-DCA,Business,12/31/2017,Inactive,12/05/2000,Tobacco Retail Dealer,"HASSAN, ABDO",NEW YORK,NY,10025,Manhattan
2080702-DCA,Business,06/30/2020,Active,12/14/2018,Electronic & Appliance Service,FIX ACE CORP,NEW YORK,NY,10016,Manhattan
2064934-DCA,Business,12/31/2019,Inactive,01/16/2018,Laundries,PROMEX MULTISERVICES INC.,BRONX,NY,10468,Bronx
2078234-DCA,Business,10/31/2021,Active,09/17/2018,Car Wash,DMA-NY CORP,BRONX,NY,10467,Bronx
1274797-DCA,Business,06/30/2013,Inactive,12/26/2007,Home Improvement Contractor,ROBERTO JOSE ALVAREZ,STATEN ISLAND,NY,10303,Staten Island
1277794-DCA,Business,02/28/2021,Active,02/20/2008,Home Improvement Contractor,"KHALEQUE AND SONS CONSTRUCTION, INC.",JAMAICA,NY,11435,Queens
1248528-DCA,Business,02/28/2021,Active,02/20/2007,Home Improvement Contractor,RONALD COHEN,BRONX,NY,10474,Bronx
1368656-DCA,Business,07/31/2015,Inactive,08/27/2010,Secondhand Dealer - General,NETTECH PC SOLUTIONS LLC,BRONX,NY,10472,Bronx
2018094-DCA,Business,07/31/2015,Inactive,02/09/2015,Secondhand Dealer - General,SEMI TRADING INC,BROOKLYN,NY,11212,Brooklyn
1243774-DCA,Business,12/31/2014,Inactive,11/16/2006,Tobacco Retail Dealer,HOLLIS DELICATESSEN CORP.,QUEENS VLG,NY,11429,Queens
2048119-DCA,Business,02/28/2019,Inactive,02/07/2017,Home Improvement Contractor,WOODFIELD DESIGN BUILD LLC,BRIARCLIFF MANOR,NY,10510,Outside NYC
2000973-DCA,Business,12/31/2016,Inactive,11/21/2013,Electronics Store,WIRELESS BEAT CORP,BROOKLYN,NY,11209,Brooklyn
1345705-DCA,Business,02/28/2015,Inactive,02/23/2010,Home Improvement Contractor,"PIONEER CONSTRUCTION USA, INC.",S RICHMOND HL,NY,11419,Queens
2018408-2-DCA,Business,12/31/2020,Inactive,02/18/2015,Tobacco Retail Dealer,RANDY MEAT SUPERMARKET CORP.,BROOKLYN,NY,11208,Brooklyn
1179640-DCA,Business,12/31/2014,Inactive,09/10/2004,Tobacco Retail Dealer,"NUNEZ, MANUEL A",BROOKLYN,NY,11225,Brooklyn
2059539-DCA,Business,12/31/2021,Active,10/18/2017,Laundries,NEW NICE & FRESH LAUNDROMAT INC.,BRONX,NY,10456,Bronx
1430129-DCA,Business,09/30/2014,Inactive,05/17/2012,Newsstand,"SHAH, NELLIE",JACKSON HEIGHTS,NY,11372,Queens
2072928-1-DCA,Business,11/30/2021,Active,06/08/2018,Electronic Cigarette Dealer,ANNA GALSTYAN,BROOKLYN,NY,11209,Brooklyn
1348811-DCA,Business,03/31/2012,Inactive,04/01/2010,Stoop Line Stand,JC IMMANUEL CORP.,BROOKLYN,NY,11226,Brooklyn
1472418-DCA,Business,12/31/2020,Active,08/28/2013,Tobacco Retail Dealer,GOOD NATURE 1045 INC.,NEW YORK,NY,10022,Manhattan
1410044-DCA,Business,06/30/2016,Inactive,10/04/2011,Electronic & Appliance Service,TOKIO REFRIGERATION CORP.,BROOKLYN,NY,11220,Brooklyn
2068943-1-DCA,Business,11/30/2021,Active,04/05/2018,Electronic Cigarette Dealer,BOLLA OPERATING CORP.,BROOKLYN,NY,11224,Brooklyn
2061799-DCA,Business,07/31/2019,Inactive,11/28/2017,Secondhand Dealer - General,M&D CELL REPAIR INC,STATEN ISLAND,NY,10314,Staten Island
1356171-DCA,Business,12/31/2015,Inactive,05/26/2010,Tobacco Retail Dealer,LAS CORONITAS DELI GROCERY CORP.,ELMHURST,NY,11373,Queens
1469996-DCA,Business,04/30/2020,Active,07/25/2013,Pawnbroker,FORDHAM JEWELRY INC.,BRONX,NY,10468,Bronx
1264534-DCA,Business,06/30/2013,Inactive,08/16/2007,Home Improvement Contractor,"CALDERON, HENRY",BROOKLYN,NY,11205,Brooklyn
1427235-DCA,Business,06/30/2013,Inactive,05/03/2012,Home Improvement Contractor,NYC COMMERCIAL DEVELOPMENT CORP.,REGO PARK,NY,11374,Queens
0819320-DCA,Business,02/28/2021,Active,02/07/2003,Home Improvement Contractor,"DI PASQUALE, JOHN",MINEOLA,NY,11501,Outside NYC
1305132-DCA,Business,12/31/2020,Active,11/28/2008,Tobacco Retail Dealer,138 PETROLEUM LLC,BRONX,NY,10451,Bronx
1218513-DCA,Business,12/31/2017,Inactive,02/01/2006,Laundry Jobber,"NA, MYONG SUK",FLUSHING,NY,11358,Queens
1458158-DCA,Business,03/15/2018,Inactive,02/21/2013,Amusement Device Portable,MICKEY'S RIDES 'N' MORE INC.,STATEN ISLAND,NY,10305,Staten Island
2083579-DCA,Business,03/15/2021,Active,03/22/2019,Dealer In Products,FRESH POND MEDICAL SUPPLY INC,MIDDLE VILLAGE,NY,11379,Queens
1315516-DCA,Business,12/31/2011,Inactive,04/23/2009,Laundry Jobber,"MAMAS UNIFORM LAUNDRY, INC.",LONG IS CITY,NY,11101,Queens
2021249-DCA,Business,03/15/2016,Inactive,04/17/2015,Amusement Device Portable,PARTY JAM INC.,STATEN ISLAND,NY,10309,Staten Island
1217000-DCA,Business,12/31/2015,Inactive,01/05/2006,Laundry,"CONCOURSE CLEANERS, INC.",BRONX,NY,10457,Bronx
2051679-DCA,Business,02/28/2021,Active,04/21/2017,Home Improvement Contractor,RAS CONSTRUCTION NYC INC,BROOKLYN,NY,11230,Brooklyn
1353666-DCA,Business,06/13/2010,Inactive,06/09/2010,Amusement Device Temporary,TRI-STAR AMUSEMENTS INC.,BROOKLYN,NY,11234,Brooklyn
1308847-DCA,Business,02/28/2012,Inactive,02/06/2009,Process Serving Agency,JJL PROCESS CORP.,HUNTINGTON,NY,11743,Outside NYC
1434423-DCA,Business,12/31/2013,Inactive,06/18/2012,Tobacco Retail Dealer,TRYMORE GARCIA CORP.,EAST ELMHURST,NY,11369,Queens
2076350-DCA,Business,12/31/2020,Active,07/30/2018,Electronics Store,AYM WIRELESS CORP.,STATEN ISLAND,NY,10310,Staten Island
1360558-DCA,Business,06/30/2011,Inactive,06/28/2010,Home Improvement Contractor,"CHAMPION HOME DECOR, INC.",BROOKLYN,NY,11234,Brooklyn
2069724-DCA,Business,12/15/2020,Inactive,04/18/2018,Sidewalk Cafe,"WAGAMAMA NY 55 3RD, LLC",NEW YORK,NY,10003,Manhattan
1348597-DCA,Business,06/30/2011,Inactive,03/31/2010,Home Improvement Contractor,"A-ONE LANDSCAPE MANAGEMENT, INC.",COLLEGE POINT,NY,11356,Queens
1418130-DCA,Business,12/31/2017,Inactive,01/27/2012,Laundry,DSM LAUNDROMAT INC,EAST ELMHURST,NY,11369,Queens
1396298-DCA,Business,06/30/2013,Inactive,06/13/2011,Home Improvement Contractor,VINCENTE D TORRE RIVAS,CORONA,NY,11368,Queens
2046103-DCA,Business,01/31/2017,Inactive,12/02/2016,Debt Collection Agency,Law Offices of Stephen A. Brown,NORTHPORT,NY,11768,Outside NYC
2062136-DCA,Business,12/31/2021,Active,11/30/2017,Laundries,W & L SISTER LAUNDROMAT INC.,BROOKLYN,NY,11226,Brooklyn
0980854-DCA,Business,01/31/2021,Active,03/19/1998,Debt Collection Agency,"C. TECH COLLECTIONS, INC.",MOUNT SINAI,NY,11766,Outside NYC
1375099-DCA,Business,12/31/2011,Inactive,10/22/2010,Tobacco Retail Dealer,D & F FOOD CORP,NEW YORK,NY,10032,Manhattan
2074776-1-DCA,Business,11/30/2021,Active,06/29/2018,Electronic Cigarette Dealer,WOODHAVEN AUTO SERVICE CENTER INC,REGO PARK,NY,11374,Queens
2027365-DCA,Business,07/31/2019,Inactive,08/20/2015,Secondhand Dealer - Auto,B.H. AUTO BROKERS LLC,HOLLIS,NY,11423,Queens
1218529-DCA,Business,02/28/2021,Active,02/02/2006,Home Improvement Contractor,HUMPHREY'S CONSTRUCTION CORP.,SPRING VALLEY,NY,10977,Outside NYC
2000307-DCA,Business,02/28/2019,Inactive,10/29/2013,Home Improvement Contractor,PATTI CONTRACTORS CORP,FLORAL PARK,NY,11001,Queens
1159817-DCA,Business,02/28/2021,Active,02/06/2004,Home Improvement Contractor,PHIL'S HOME IMPROVEMENTS LLC,STATEN ISLAND,NY,10312,Staten Island
1222637-DCA,Business,06/30/2013,Inactive,04/03/2006,Home Improvement Contractor,"PISGAH BUILDERS, INC.",BROOKLYN,NY,11209,Brooklyn
1133320-DCA,Business,02/28/2021,Active,03/06/2003,Home Improvement Contractor,"C & M MAINTENANCE, INC.",SAINT JAMES,NY,11780,Outside NYC
1380121-DCA,Business,07/31/2013,Inactive,01/05/2011,Secondhand Dealer - General,HOLY LAND JEWELRY INC.,BRONX,NY,10468,Bronx
2061581-DCA,Business,12/31/2021,Active,11/25/2017,Laundries,"ZHANG, XIONG XIN",BROOKLYN,NY,11222,Brooklyn
2067145-DCA,Business,04/15/2018,Inactive,03/02/2018,Amusement Device Temporary,"LEWIS J NEWTON & SONS CONCESSIONS, INC.",GLEN OAKS,NY,11004,Queens
1156785-DCA,Business,02/28/2015,Inactive,03/23/2010,Home Improvement Contractor,MARK'S CONSTRUCTION & ROOFING CORP,STATEN ISLAND,NY,10314,Staten Island
1254040-DCA,Business,12/31/2010,Inactive,05/03/2007,Electronics Store,"HIPOINT WIRELESS AT FRESH POND, INC.",RIDGEWOOD,NY,11385,Queens
2023942-DCA,Business,12/31/2020,Active,06/05/2015,Electronics Store,SPRINT SPECTRUM L.P.,BROOKLYN,NY,11226,Brooklyn
0881604-DCA,Business,12/31/2017,Inactive,12/29/1995,Laundry Jobber,GALANE CLEANERS INC.,NEW YORK,NY,10021,Manhattan
1445801-DCA,Business,12/31/2017,Inactive,09/24/2012,Tobacco Retail Dealer,985 DAY & NIGHT DELI GROCERY LLC,BRONX,NY,10460,Bronx
1338956-DCA,Business,11/01/2010,Inactive,11/17/2009,Pedicab Business,CENTRAL PARK PEDICAB INC.,NEW YORK,NY,10028,Manhattan
1132632-DCA,Business,12/31/2010,Inactive,02/25/2003,Tobacco Retail Dealer,HUDSON NEWS COMPANY,NEW YORK,NY,10119,Manhattan
2041913-DCA,Business,02/28/2021,Active,08/03/2016,Home Improvement Contractor,CHEEMA CONSTRUCTION INC,BRONX,NY,10467,Bronx
1004386-DCA,Business,02/28/2021,Active,03/19/1999,Home Improvement Contractor,ANDERSON ROBERT A,BROOKLYN,NY,11214,Brooklyn
2073855-1-DCA,Business,11/30/2021,Active,06/19/2018,Electronic Cigarette Dealer,126 JAMAICA CORP,RICHMOND HILL,NY,11418,Queens
1343010-DCA,Business,12/31/2014,Inactive,01/14/2010,Electronics Store,"MR. TOPS MOBILE, INC.",FLUSHING,NY,11354,Queens
1418966-DCA,Business,03/31/2022,Active,02/06/2012,Stoop Line Stand,MEGA MART LLC,BROOKLYN,NY,11205,Brooklyn
1451381-DCA,Business,02/28/2021,Active,12/03/2012,Home Improvement Contractor,HAILAR LLC,OAK BEACH,NY,11702,Outside NYC
1239490-DCA,Business,12/31/2010,Inactive,09/19/2006,Tobacco Retail Dealer,1430 DELI GROCERY INC.,BROOKLYN,NY,11213,Brooklyn
2060100-DCA,Business,12/31/2021,Active,10/31/2017,Laundries,"MANNAN, ABDUL",REGO PARK,NY,11374,Queens
1249370-DCA,Business,02/28/2017,Inactive,07/16/2012,Home Improvement Contractor,V & S RENOVATION INC.,BROOKLYN,NY,11236,Brooklyn
2022200-DCA,Business,03/31/2021,Active,05/05/2015,Garage,SP PLUS CORPORATION,NEW YORK,NY,10075,Manhattan
2047096-DCA,Business,04/30/2020,Active,01/06/2017,Tow Truck Company,SHOWTIME RECOVERY CORP,BRONX,NY,10461,Bronx
1303884-DCA,Business,03/31/2021,Active,11/07/2008,Garage,D'ALMONTE ENTERPRISES PARKING GARAGE INC.,BRONX,NY,10453,Bronx
1364617-DCA,Business,12/31/2011,Inactive,08/02/2010,Tobacco Retail Dealer,Z & F DELI GROCERY CORP.,BRONX,NY,10456,Bronx
1307383-DCA,Business,12/31/2014,Inactive,01/12/2009,Electronics Store,TCPS COM INC.,FLUSHING,NY,11355,Queens
